#{"t_start": 1763843689.5770948, "env_id": "None"}
r,l,t,win
-28.28,86,16926.177392,0
-88.02,90,16927.034732,0
58.78,47,16927.473058,0
-29.99,93,16928.299075,0
66.61,113,16929.284165,0
57.61,51,16929.769514,0
-32.33,90,16930.522583,0
-30.95,104,16931.468251,0
-37.67,58,16932.017101,0
209.2,45,16932.400036,1
-180.19,119,16933.404376,0
-29.35,77,16934.129172,0
-331.61,145,16935.380351,0
-65.45,47,16935.781742,0
-145.21,123,16936.869146,0
59.18,44,16937.265158,0
52.42,140,16938.449331,0
55.18,69,16939.057474,0
-33.31,69,16939.59007,0
-194.96,121,16940.270094,0
62.74,87,16940.720244,0
66.16,96,16941.248454,0
-195.18,152,16942.063332,0
65.85,85,16942.55051,0
-38.71,81,16942.980521,0
-32.2,71,16943.366779,0
-35.68,45,16943.602593,0
-34.56,61,16943.921145,0
70.11,107,16944.516815,0
62.88,80,16944.965301,0
-55.96,143,16945.763337,0
59.25,62,16946.104567,0
58.09,68,16946.472066,0
22.71,119,16947.127878,0
-211.47,144,16947.939276,0
-34.96,69,16948.345701,0
72.59,142,16949.149022,0
-40.13,110,16949.782988,0
-126.69,112,16950.441988,0
-519.13,193,16952.371246,0
-34.02,55,16953.487306,0
-148.21,129,16954.876924,0
57.23,51,16955.506716,0
-140.36,142,16957.118913,0
-31.44,85,16958.206665,0
-326.86,149,16959.823323,0
-198.3,111,16961.111016,0
-42.72,101,16962.335747,0
-32.42,56,16963.10535,0
-289.81,165,16964.97968,0
-42.68,49,16965.620639,0
-38.86,67,16966.337438,0
-33.7,92,16967.673378,0
-37.03,33,16968.078811,0
55.25,39,16968.493137,0
-31.47,59,16969.13722,0
-91.99,146,16971.468655,0
-111.34,119,16972.826917,0
-29.53,71,16973.671069,0
-137.35,136,16975.368882,0
58.07,58,16976.080201,0
-22.79,143,16978.284216,0
54.24,78,16978.897174,0
210.23,74,16979.622813,1
-34.18,62,16980.211213,0
56.16,53,16980.547543,0
51.79,32,16980.746303,0
-36.83,116,16981.441773,0
-233.61,199,16984.199725,0
-34.11,67,16985.497008,0
-398.87,183,16987.631359,0
-30.45,89,16988.873319,0
-695.29,227,16992.184963,0
56.21,56,16992.909881,0
55.2,58,16993.651217,0
-42.72,43,16994.16379,0
-595.81,249,16998.230581,0
-30.58,138,17000.028181,0
117.13,57,17000.738766,1
-238.79,157,17004.262422,0
65.57,105,17005.668245,0
-98.25,72,17006.594445,0
-31.57,128,17008.487879,0
63.92,94,17009.874233,0
59.36,71,17010.757742,0
-31.22,113,17012.198107,0
-302.3,120,17013.738114,0
-163.88,114,17015.269332,0
52.47,28,17015.635007,0
-36.36,57,17016.305247,0
-200.31,112,17017.939508,0
11.85,125,17019.734259,0
-39.02,41,17020.267286,0
53.91,59,17020.953895,0
-35.53,52,17021.6308,0
41.64,58,17022.522423,0
-51.38,53,17023.137446,0
-32.78,81,17024.202054,0
-97.32,63,17025.016335,0
-33.31,91,17026.386709,0
-37.99,38,17026.988443,0
-377.42,265,17030.69571,0
-75.87,78,17031.725894,0
-30.53,67,17032.855137,0
-33.51,52,17033.632099,0
-26.84,115,17035.749156,0
58.33,66,17036.7867,0
54.2,85,17038.043509,0
-28.45,107,17039.753777,0
-41.39,125,17041.544801,0
63.87,76,17042.545716,0
-9.72,41,17043.11051,0
-36.52,72,17044.252118,0
-39.9,29,17044.636934,0
-483.37,144,17047.374261,0
-31.5,77,17048.367935,0
59.68,115,17050.09844,0
-29.51,121,17052.342441,0
58.33,58,17053.040631,0
-141.56,142,17054.949298,0
59.39,80,17056.040526,0
-265.43,156,17058.181782,0
51.99,27,17058.54884,0
-388.22,102,17059.958143,0
64.9,122,17061.524531,0
-34.58,53,17062.256406,0
65.4,86,17064.329859,0
-299.65,167,17066.798723,0
56.26,117,17068.512113,0
-75.31,66,17069.672258,0
59.09,80,17070.840642,0
-32.1,114,17072.619743,0
57.01,72,17073.634539,0
61.68,68,17074.563714,0
54.38,117,17076.291303,0
-33.2,57,17077.115817,0
-20.38,133,17078.977841,0
62.21,63,17079.761608,0
62.1,95,17081.126222,0
61.03,102,17082.469092,0
-41.65,37,17083.010245,0
-22.17,117,17085.061821,0
-86.34,108,17086.610623,0
-26.31,109,17088.04392,0
-33.46,187,17091.240238,0
-31.15,98,17092.517433,0
-29.33,97,17093.916918,0
-42.0,50,17095.026494,0
-37.23,99,17096.389217,0
54.63,52,17097.125406,0
48.59,35,17097.656803,0
-48.0,81,17099.542619,0
-224.4,248,17107.432308,0
-464.76,196,17112.365429,0
-21.91,191,17115.956403,0
-34.01,94,17117.297421,0
61.32,60,17118.162406,0
-36.35,67,17119.07104,0
-40.98,38,17119.671636,0
69.5,107,17121.595429,0
207.81,34,17122.02676,1
18.92,116,17123.626936,0
-40.85,94,17124.998859,0
-161.48,166,17127.491962,0
-37.71,51,17128.156392,0
-333.67,226,17131.572519,0
-84.51,145,17134.521429,0
52.53,35,17135.087228,0
59.28,92,17136.410657,0
50.24,22,17136.859204,0
-25.42,147,17138.931961,0
56.22,45,17139.649514,0
57.42,50,17140.351502,0
-36.02,93,17141.67761,0
-45.6,88,17143.039188,0
-258.2,135,17145.65157,0
-32.63,71,17146.784765,0
56.94,52,17147.558215,0
-2.98,102,17149.179674,0
56.69,49,17149.826637,0
-37.59,30,17150.30431,0
61.49,77,17151.455138,0
63.79,107,17153.199334,0
-43.3,52,17154.115249,0
-591.59,269,17158.855892,0
64.2,114,17161.223983,0
56.13,56,17161.950288,0
-35.13,47,17162.628401,0
-35.0,66,17163.725251,0
-219.88,131,17166.174134,0
158.01,66,17167.119346,1
-162.83,180,17169.592509,0
-14.63,68,17170.669058,0
59.02,86,17172.428593,0
-30.5,112,17174.060939,0
62.96,61,17174.960206,0
-31.69,66,17176.119991,0
-39.26,48,17176.937988,0
54.82,74,17177.857481,0
62.86,148,17179.7893,0
-39.34,54,17180.606268,0
-35.27,99,17182.607743,0
-36.56,56,17183.418487,0
53.97,43,17184.167703,0
-30.91,71,17185.187824,0
-916.69,351,17190.817888,0
66.27,98,17192.397629,0
-38.99,43,17193.051531,0
-40.7,32,17193.621764,0
-37.91,76,17194.812412,0
73.56,127,17197.187083,0
62.14,85,17198.27209,0
-49.49,159,17200.508382,0
-36.68,54,17201.799824,0
-29.93,88,17203.325129,0
53.29,37,17203.8801,0
-32.07,77,17204.979217,0
-34.44,52,17205.869965,0
-35.93,68,17206.763195,0
60.34,55,17207.261021,0
61.08,151,17208.357369,0
16.87,79,17208.949654,0
51.03,77,17209.538917,0
-33.46,68,17210.068737,0
55.17,53,17210.477589,0
-38.47,95,17211.524432,0
59.95,91,17212.39128,0
-38.7,63,17213.043623,0
48.68,15,17213.162533,0
69.41,104,17214.041764,0
-178.64,187,17215.508109,0
71.78,151,17216.775682,0
56.44,63,17217.328342,0
55.16,41,17217.656285,0
-358.57,171,17219.281625,0
115.5,41,17219.634824,1
-32.2,59,17220.136064,0
58.52,79,17220.73587,0
57.51,105,17221.552891,0
-27.3,118,17222.52953,0
64.29,112,17223.603656,0
54.84,59,17224.179363,0
-28.24,87,17225.073251,0
-31.78,74,17225.690155,0
60.31,82,17226.32229,0
117.08,45,17226.665715,1
54.76,35,17226.960471,0
58.33,56,17227.395048,0
44.21,51,17227.774744,0
-34.35,91,17228.615952,0
60.72,62,17229.199397,0
28.81,209,17230.857854,0
-35.66,69,17231.373391,0
-229.41,151,17232.5377,0
56.3,56,17232.964796,0
-22.83,155,17234.589299,0
-30.63,77,17237.687205,0
59.11,57,17238.620358,0
-24.89,110,17240.540693,0
-508.59,199,17242.832387,0
-31.64,76,17243.341458,0
30.87,54,17243.744032,0
-39.27,44,17244.064394,0
-36.87,78,17244.617615,0
28.32,88,17245.29209,0
-36.95,48,17245.644323,0
59.53,51,17246.025105,0
60.1,67,17246.525762,0
54.87,73,17247.066605,0
66.19,108,17247.853755,0
-97.69,118,17248.781211,0
-49.47,37,17249.055227,0
-89.66,79,17249.678452,0
-412.37,191,17251.079164,0
-34.02,83,17251.751514,0
-104.07,89,17252.427247,0
-319.45,197,17253.910734,0
-32.11,78,17254.490053,0
-36.71,64,17254.951166,0
-305.41,170,17256.27091,0
65.32,79,17256.832183,0
-34.29,75,17257.388865,0
-37.52,75,17257.950486,0
-24.14,136,17258.991079,0
-30.14,75,17259.559791,0
-37.86,57,17259.973327,0
121.71,78,17260.530405,1
53.88,74,17261.090002,0
-30.9,91,17261.745754,0
60.63,65,17262.195566,0
-37.55,39,17262.484093,0
113.55,32,17262.711149,1
62.33,98,17263.39733,0
51.02,94,17264.075891,0
12.39,100,17264.827757,0
7.7,93,17265.554154,0
-30.38,91,17266.217815,0
-574.0,228,17267.846393,0
60.0,106,17268.588427,0
-22.61,165,17269.756329,0
59.26,63,17270.207498,0
61.92,78,17270.756579,0
-192.1,123,17271.607111,0
-93.38,177,17272.919968,0
58.75,73,17273.434138,0
59.37,41,17273.715183,0
-31.11,64,17274.175267,0
68.32,107,17274.93593,0
125.26,81,17275.50163,1
60.37,76,17276.036159,0
-36.99,39,17276.325145,0
-40.94,32,17276.548656,0
60.55,91,17277.236206,0
-35.41,47,17277.54914,0
54.3,39,17277.841351,0
-79.46,118,17278.703388,0
58.9,42,17278.997025,0
-405.69,193,17280.347835,0
52.19,36,17280.601392,0
59.28,77,17281.171856,0
-33.7,113,17281.976281,0
-24.1,121,17282.815835,0
-546.19,208,17284.290025,0
-31.27,111,17285.064499,0
-363.79,168,17286.244498,0
46.08,68,17286.718195,0
-36.92,92,17287.376428,0
-33.94,60,17287.811645,0
-35.88,63,17288.304163,0
-34.29,62,17288.738619,0
-118.68,99,17289.466138,0
-82.32,67,17289.97781,0
-150.62,187,17291.333175,0
-36.15,63,17291.794608,0
-34.29,67,17292.285111,0
53.27,79,17292.888228,0
56.62,70,17293.424587,0
-39.98,40,17293.733474,0
-27.47,89,17294.421031,0
-397.78,148,17295.64553,0
22.31,50,17296.082065,0
-35.1,74,17296.625924,0
56.74,52,17297.030149,0
-33.17,52,17297.407116,0
-38.16,87,17298.073429,0
58.4,56,17298.476882,0
-174.03,99,17299.243587,0
-22.4,107,17300.034177,0
-37.76,58,17300.43598,0
51.68,30,17300.665276,0
54.78,37,17300.933266,0
-34.01,70,17301.426516,0
-177.57,113,17302.286391,0
-30.81,96,17302.980665,0
-91.24,101,17303.705693,0
-42.56,22,17303.862147,0
56.29,43,17304.20395,0
57.54,62,17304.703296,0
3.24,107,17305.494406,0
-106.35,113,17306.396107,0
-34.25,77,17306.991895,0
-32.21,91,17307.656617,0
116.31,60,17308.124729,1
-81.92,45,17308.488537,0
56.69,82,17309.207417,0
-36.3,62,17309.736598,0
-152.33,125,17310.789446,0
-73.48,128,17311.867964,0
-119.78,146,17313.034671,0
54.49,64,17313.53351,0
-43.79,127,17314.462217,0
-35.79,59,17314.945644,0
60.58,70,17315.521463,0
52.64,33,17315.778251,0
58.24,58,17316.235086,0
-61.16,94,17316.994807,0
-44.97,18,17317.121324,0
-45.51,82,17317.813822,0
-36.35,38,17318.147248,0
52.16,34,17318.450038,0
-39.47,74,17319.115596,0
-275.18,170,17320.558594,0
-339.77,155,17321.767116,0
61.39,72,17322.312094,0
-34.72,75,17322.861401,0
-23.96,141,17323.943635,0
-449.35,179,17325.265884,0
-31.64,107,17326.067887,0
63.08,76,17326.628539,0
-41.86,32,17326.864962,0
-17.82,78,17327.476379,0
64.66,82,17328.111173,0
-82.12,118,17329.088093,0
-373.22,170,17330.46498,0
57.44,75,17331.032538,0
-33.23,72,17331.573169,0
52.81,32,17331.826635,0
-41.95,70,17332.353679,0
-34.67,57,17332.800586,0
-33.76,71,17333.311731,0
58.62,60,17333.771746,0
60.32,51,17334.175956,0
-21.16,103,17334.976228,0
-50.4,117,17335.888024,0
52.64,29,17336.09971,0
-36.99,69,17336.65467,0
59.07,91,17337.316293,0
-210.0,139,17338.361136,0
-43.62,29,17338.576637,0
-31.02,65,17339.078087,0
-842.9,348,17341.701076,0
-33.71,71,17342.236221,0
58.46,60,17342.707548,0
62.3,79,17343.344529,0
-192.6,114,17344.2406,0
-200.1,146,17345.37083,0
-692.52,312,17347.737595,0
61.2,81,17348.364683,0
60.47,67,17348.898597,0
-102.07,128,17349.904083,0
69.94,92,17350.682994,0
-33.25,67,17351.309031,0
44.86,73,17352.17022,0
-30.61,83,17353.122481,0
-41.82,39,17353.58643,0
-33.81,68,17354.304899,0
-184.59,103,17355.321384,0
61.16,61,17355.994628,0
-140.34,124,17357.156806,0
-30.42,113,17358.185202,0
53.66,42,17358.544586,0
-617.48,216,17361.099889,0
51.64,27,17361.435992,0
-30.74,72,17362.895401,0
12.64,84,17364.385452,0
56.66,61,17365.638796,0
-36.68,45,17366.47088,0
-379.99,197,17369.736332,0
-36.73,35,17370.144468,0
-96.18,108,17371.668017,0
-326.61,157,17373.500721,0
-188.96,91,17374.385454,0
-35.18,58,17374.940475,0
-36.41,104,17376.059985,0
-42.66,27,17376.3565,0
-36.94,37,17376.70675,0
-39.38,57,17377.57662,0
-34.32,72,17379.382944,0
-31.2,92,17380.505371,0
69.8,124,17381.771107,0
-50.02,101,17382.761874,0
-92.53,161,17384.185887,0
56.35,37,17384.531149,0
-33.43,66,17385.20809,0
-37.5,24,17385.465086,0
-42.4,24,17385.723618,0
-30.65,86,17386.642316,0
-35.18,63,17387.387651,0
-843.58,244,17390.110904,0
54.78,33,17390.457514,0
-304.7,203,17392.473369,0
59.3,70,17393.036689,0
56.34,61,17393.581316,0
-135.01,185,17395.138262,0
-33.47,59,17395.660174,0
-30.47,79,17396.304033,0
67.35,119,17397.289164,0
-33.69,57,17397.770147,0
45.82,74,17398.386451,0
68.42,110,17399.291528,0
-330.87,197,17400.995851,0
59.45,94,17401.769377,0
-32.25,59,17402.252681,0
-39.52,26,17402.45471,0
-39.49,47,17402.867584,0
-436.58,194,17404.776995,0
-7.15,122,17405.78047,0
-37.71,49,17406.175606,0
-43.07,41,17406.584173,0
-521.1,218,17408.531131,0
-38.66,57,17409.076183,0
27.37,44,17409.528178,0
54.74,77,17410.351078,0
-1745.33,444,17414.175624,0
56.77,56,17414.650954,0
113.64,35,17414.924,1
-47.07,91,17415.734949,0
-34.4,71,17416.449185,0
62.13,69,17416.973716,0
-39.38,116,17417.973909,0
-38.72,52,17418.433992,0
56.67,60,17418.94785,0
-158.77,113,17419.949728,0
-34.88,59,17420.467438,0
-147.89,80,17421.200404,0
-35.27,39,17421.596555,0
61.43,64,17422.245553,0
-32.08,69,17423.005866,0
-318.18,144,17424.625745,0
-20.8,181,17426.570674,0
50.04,95,17427.579938,0
56.33,46,17428.125049,0
-80.29,103,17429.217117,0
-36.36,64,17429.915876,0
56.35,60,17430.550007,0
34.44,94,17431.510162,0
-34.33,68,17432.221311,0
-43.32,87,17433.208342,0
-38.11,53,17433.793081,0
59.25,77,17434.568666,0
-246.61,180,17436.387607,0
-53.91,187,17438.396241,0
-31.52,64,17439.016103,0
